company_id,name,description,company_size,state,country,city,zip_code,address,url
1053,Intel Corporation,"Intel’s mission is to shape the future of technology to help create a better future for the entire world. By pushing forward in fields like AI, analytics and cloud-to-edge technology, Intel’s work is at the heart of countless innovations. From major breakthroughs like self-driving cars and rebuilding the coral reefs, to things that make everyday life better like blockbuster effects and improved shopping experiences — they’re all powered by Intel technology. With a career at Intel, you have the opportunity to help make the future more wonderful for everyone.

Join us. ",7,California,US,Santa Clara,95052,Robert Noyce Building,https://www.linkedin.com/company/intel-corporation
1060,Ericsson,"Our purpose 
To create connections that make the unimaginable possible.

Our vision
A world where limitless connectivity improves lives, redefines business and pioneers a sustainable future.

Our values
Perseverance, professionalism, respect and integrity.

The future is a place for purpose & vision – ours are clear, and we invite partners, customers and consumers to join us in our journey. 

For a brighter future. For all. Let's #ImaginePossible",7,Stockholm,SE,Kista,0,Torshamnsgatan 21,https://www.linkedin.com/company/ericsson
1063,Cisco,"Cisco (NASDAQ: CSCO) enables people to make powerful connections--whether in business, education, philanthropy, or creativity. Cisco hardware, software, and service offerings are used to create the Internet solutions that make networks possible--providing easy access to information anywhere, at any time. 

Cisco was founded in 1984 by a small group of computer scientists from Stanford University. Since the company's inception, Cisco engineers have been leaders in the development of Internet Protocol (IP)-based networking technologies. Today, with more than 71,000 employees worldwide, this tradition of innovation continues with industry-leading products and solutions in the company's core development areas of routing and switching, as well as in advanced technologies such as home networking, IP telephony, optical networking, security, storage area networking, and wireless technology. In addition to its products, Cisco provides a broad range of service offerings, including technical support and advanced services. 

Cisco sells its products and services, both directly through its own sales force as well as through its channel partners, to large enterprises, commercial businesses, service providers, and consumers.",7,CA,US,San Jose,95134,Tasman Way,https://www.linkedin.com/company/cisco
1066,Motorola Mobility (a Lenovo Company),"As part of the Lenovo family, Motorola Mobility is creating innovative smartphones and accessories designed with the consumer in mind. That’s why we’re looking for the thinkers, innovators and problem solvers who believe in working together to challenge the status quo. If you share our commitment to creativity and a passion for bringing new possibilities to life in mobile technology, we want you to say hello to Moto.

Motorola has a long history of inventing game-changing technology. As a member of the Motorola team, you’ll help us continue our legacy by collaborating with talented colleagues around the globe to create new products that are not only different, but better. We thrive in an open and supportive culture, working in teams where your contribution has impact. We believe in transparency across all levels of the business, valuing every person’s opinion and encouraging new ways of thinking. Here, we all take accountability for our work, we drive consumer-centric decision-making, and we enable our people to push the line of innovation.

Want in? Let’s get started on something different, together.

Hello you. Hello Motorola.

http://lenovocareers.com/areas-mobile.html",5,Illinois,US,Chicago,60654,222 W. Merchandise Mart Plaza,https://www.linkedin.com/company/motorola-mobility
1068,JPMorgan Chase & Co.,"With a history tracing its roots to 1799 in New York City, JPMorgan Chase is one of the world's oldest, largest, and best-known financial institutions—carrying forth the innovative spirit of our heritage firms in global operations across 100 markets.
 
We serve millions of customers and many of the world’s most prominent corporate, institutional, and government clients daily, managing assets and investments, offering business advice and strategies, and providing innovative banking solutions and services.

Social Media Terms and Conditions: https://bit.ly/JPMCSocialTerms

© 2024 JPMorgan Chase & Co. All rights reserved. JPMorgan Chase is an Equal Opportunity Employer, including Disability/Veterans.
 ",7,NY,US,New York,10017-2014,270 Park Avenue,https://www.linkedin.com/company/jpmorganchase
1070,Nokia,"At Nokia, we create technology that helps the world act together. 

As a B2B technology innovation leader, we are pioneering the future where networks meet cloud to realize the full potential of digital in every industry.

Through networks that sense, think and act, we work with our customers and partners to create the digital services and applications of the future. 


For our latest updates, please visit us online www.nokia.com  

To view open positions and to apply, please visit: www.nokia.com/careers  ",7,Southern Finland,FI,Espoo,02610,Karakaari 7,https://www.linkedin.com/company/nokia
1073,EY,"EY exists to build a better working world, helping create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today.

Find out more about the EY global network http://ey.com/en_gl/legal-statement",7,0,GB,London,SE1 2DA,6 More London Place,https://www.linkedin.com/company/ernstandyoung
1079,KPMG US,"KPMG is one of the world’s leading professional services firms and the fastest growing Big Four accounting firm in the United States. With 75+ offices and more than 40,000 employees and partners throughout the US, we’re leading the industry in new and exciting ways. Our size and strength make us much more agile and responsive to changing trends.",7,NY,US,New York,10154,345 Park Avenue,https://www.linkedin.com/company/kpmg-us
1088,NXP Semiconductors,"NXP Semiconductors N.V. (NASDAQ: NXPI) enables a smarter, safer and more sustainable world through innovation. As a world leader in secure connectivity solutions for embedded applications, NXP is pushing boundaries in the automotive, industrial & IoT, mobile, and communication infrastructure markets. Built on more than 60 years of combined experience and expertise, the company has approximately 34,500 employees in more than 30 countries and posted revenue of $13.21 billion in 2022. Find out more at www.nxp.com.

Privacy Policy: https://www.nxp.com/company/about-nxp/privacy-policy-for-social-media-pages:PRIVACY-POLICY-SOCIAL-MEDIA",7,Noord-Brabant,NL,Eindhoven,5656 AG,High Tech Campus 60,https://www.linkedin.com/company/nxp-semiconductors
1090,Philips,"Over the past decade we have transformed into a focused leader in health technology.

At Philips, our purpose is to improve people’s health and well-being through meaningful innovation. We aim to improve 2.5 billion lives per year by 2030, including 400 million in underserved communities. 

We see healthcare as a connected whole. Helping people to live healthily and prevent disease. Giving clinicians the tools they need to make a precision diagnosis and deliver personalized treatment. Aiding the patient's recovery at home in the community. All supported by a seamless flow of data.

As a technology company, we – and our brand licensees – innovate for people with one consistent belief: there’s always a way to make life better.


Visit our website: http://www.philips.com/
Follow our social media house rules https://www.philips.com/a-w/about-philips/social-media.html",7,Noord-Holland,NL,Amsterdam,1096 BC,Amstelplein 2,https://www.linkedin.com/company/philips
1103,Verizon,"You want more out of a career. A place to share your ideas freely — even if they’re daring or different. Where the true you can shine through. A space to create and connect with people who truly care. And where there’s the flexibility to focus on the passions that matter most.

Our network is built by people like you. We’re a human network that reaches across the globe and works behind the scenes. We anticipate, lead, and believe that listening is where learning begins. In crisis and in celebration, we come together—lifting up our communities and striving to make an impact to move the world forward.

So, if you're fueled by purpose, and powered by persistence, explore a career with us. Here, you’ll discover the rigor it takes to make a difference and the fulfillment that comes with living the #NetworkLife.",7,NJ,US,Basking Ridge,07920-1097,One Verizon Way,https://www.linkedin.com/company/verizon
1115,SAP,"At SAP, our purpose is to help the world run better and improve people’s lives. Our promise is to innovate to help our customers run at their best. SAP is committed to helping every customer become a best-run business. We engineer solutions to fuel innovation, foster equality, and spread opportunity across borders and cultures. Together, with our customers and partners, we can transform industries, grow economies, lift up societies, and sustain our environment. 

SAP privacy statement for followers: www.sap.com/sps",7,BW,DE,Walldorf,69190,Dietmar-Hopp-Allee 16,https://www.linkedin.com/company/sap
1116,Procter & Gamble,"P&G was founded more than 185 years ago as a soap and candle company. Today, we’re one of the world’s largest consumer goods companies and home to iconic, trusted brands, including Always®, Charmin®, Braun®, Fairy®, Febreze®, Gillette®, Head & Shoulders®, Oral B®, Pantene®, Pampers®, Tide®, and Vicks®. 
 
The design, development, growth and success of these products—and many more—is thanks to the innovative and insightful minds of our people. From Day 1, you’ll help make everyday life easier for our 5 billion consumers. 
 
There is no single equation for success at P&G, because no two P&G people or careers are alike. Just as we strive to deliver a superior consumer experience, we aim to deliver a superior employee value equation as well. With our large global footprint, there are many opportunities to work with P&G in multiple locations. We offer opportunities in approximately 70 countries and continually aim to attract, reward and advance the finest people in the world. 
 
Here, we want you to get your career off to a fast start. That's why we don't have any rotational development programs or gradual ramping-up periods: you’ll be able—and encouraged—to dive right in from Day 1. Join us and help make life better through meaningful work that makes an impact from Day 1.",7,Ohio,US,Cincinnati,45202,2 P&G Plaza,https://www.linkedin.com/company/procter-and-gamble
1123,Bank of America,"Bank of America is one of the world's largest financial institutions, serving individuals, small- and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. The company serves approximately 56 million U.S. consumer and small business relationships. It is among the world's leading wealth management companies and is a global leader in corporate and investment banking and trading.

This LinkedIn company page is moderated. For more information, please visit: https://bit.ly/32FDdQr.

For account issues, please visit: https://bit.ly/2GeTIeP.",7,NC,US,Charlotte,28202,100 North Tryon Street,https://www.linkedin.com/company/bank-of-america
1136,Elite Technology,"Elite is a leading, independent technology company that helps law firms drive profitability through improved operational effectiveness, increased efficiency, and greater visibility across their business. Our cutting-edge digital financial management and business operations solutions drive success for firms around the globe by improving finance and accounting operations, including billing, invoicing, payments, and financial reporting. By bringing together data, insights, and tools, we enable law firm leaders to make informed business decisions to build and manage their businesses more effectively and efficiently.

Our solutions lie at the heart of a large proportion of the world’s largest, most successful and innovative law firms. In fact, three-quarters of the Am Law 200 and four-fifths of the Global 200 rely on at least one Elite solution to help drive their firms’ business operations into the future. As more firms make cloud solutions a core part of their technology strategies for the future, Elite is leading the way in supporting customers as they move their financial and operational systems into the cloud. To date, Elite has supported more than 400 firms around the world in their move to 3E in the cloud.",4,NY,US,New York,0,0,https://www.linkedin.com/company/elitetechnologyglobal
1182,BT Group,"We’re one of the world’s leading communications services companies. At BT Group, the solutions we sell are integral to modern life. Our purpose is as simple as it is ambitious: we connect for good. 

There are no limits to what people can do when they connect. And as technology changes our world, connections are becoming even more important to everyday life.

Today, that’s truer than ever. The connections we make are helping solve the world’s biggest challenges such as the global pandemic, climate change and cyber security. Through the power of technology, we’re supporting customers to live, work and play together better.
",7,0,GB,London,E1 8EE,One Braham,https://www.linkedin.com/company/bt
1185,Pfizer,"We’re celebrating 175 years of daring scientific innovation—and we’re not done yet. Every day, we’re channeling our passion and resources into delivering innovative therapies that change the face of healthcare. Let’s outdo yesterday. 

Follow our progress as we accelerate the next generation of cancer treatments at LetsOutdoCancer.com 

For additional information on our guidelines, please visit  http://www.pfizer.com/community-guidelines",7,New York,US,New York,10017,New York,https://www.linkedin.com/company/pfizer
1207,Johnson & Johnson,"At Johnson & Johnson, we believe health is everything. As a focused healthcare company, with expertise in Innovative Medicine and MedTech, we’re empowered to tackle the world’s toughest health challenges, innovate through science and technology, and transform patient care.  ​

All of this is possible because of our people. We’re passionate innovators who put people first, and through our purpose-driven culture and talented workforce, we are stronger than ever. ​

Learn more at https://www.jnj.com. Community Guidelines: http://www.jnj.com/social-media-community-guidelines",7,NJ,US,New Brunswick,08903,0,https://www.linkedin.com/company/johnson-&-johnson
1214,UBS,"From gaining new experiences in different roles to acquiring fresh knowledge and skills – at UBS we believe that you should never stop growing and learning because life never stops teaching. We know that it's our people – with their unique backgrounds, skills, experience levels and interests – who drive our ongoing success. Ready to be part of #teamUBS and make an impact? Find out more at ubs.com/careers. 

UBS works with individuals, families, institutions, and corporations around the world to help answer some of life's questions – whether through award winning wealth management advisory, investment banking and asset management expertise, or private and corporate banking services in Switzerland*. In June 2023, Credit Suisse became a UBS Group company.

With our large and diverse team operating internationally, we have a presence in all major financial centers in more than 50 countries. Although we all come from different backgrounds and specializations, two things unite us: the conviction that we’re stronger together, and the will and curiosity to constantly innovate.  That’s the key to us unlocking our full potential (and what we look for in everyone who joins us). It’s also why we’re regularly recognized as an attractive employer.*

* Our awards https://www.ubs.com/awards
Social Media Legal Terms: http://www.ubs.com/social-legal

",7,0,CH,Zurich,8001,Postbox,https://www.linkedin.com/company/ubs
1224,US Army Corps of Engineers,"U.S. Army Corps of Engineers Mission: 
Provide vital public engineering services in peace and war to strengthen our Nation’s security, energize the economy, and reduce risks from disasters. 

U.S. Army Corps of Engineers Vision: 
A GREAT engineering force of highly disciplined people working with our partners through disciplined thought and action to deliver innovative and sustainable solutions to the Nation’s engineering challenges.",7,DC,US,Washington,20314,441 G Street NW,https://www.linkedin.com/company/us-army-corps-of-engineers
1235,Wells Fargo,"Wells Fargo & Company (NYSE: WFC) is a diversified, community-based financial services company with approximately $1.9 trillion in assets. Wells Fargo’s vision is to satisfy our customers’ financial needs and help them succeed financially. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, investment and mortgage products and services, as well as consumer and commercial finance, through more than 7,300 locations, 12,000 ATMs, the internet (wellsfargo.com) and mobile banking, and has offices in over 40 countries and territories to support customers who conduct business in the global economy. With approximately 250,000 team members, Wells Fargo serves one in three households in the United States. Wells Fargo & Company was ranked No. 41 on Fortune’s 2022 rankings of America’s largest corporations. News, insights and perspectives from Wells Fargo are also available at Wells Fargo Stories. 

Relevant military experience is considered for veterans and transitioning service men and women. 
Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation. © 2016 Wells Fargo Bank, N.A. All rights reserved. Member FDIC.",7,California,US,San Francisco,94103,420 Montgomery St,https://www.linkedin.com/company/wellsfargo
1248,Unilever,"Be part of the world’s most successful, purpose-led business. Work with brands that are well-loved around the world, that improve the lives of our consumers and the communities around us. We promote innovation, big and small, to make our business win and grow; and we believe in business as a force for good. Unleash your curiosity, challenge ideas and disrupt processes; use your energy to make this happen. Our brilliant business leaders and colleagues provide mentorship and inspiration, so you can be at your best. 

Our portfolio ranges from nutritionally balanced foods to indulgent ice creams, affordable soaps, luxurious shampoos and everyday household care products. We produce world-leading brands including Lipton, Knorr, Dove, Axe, Hellmann’s and Omo, alongside trusted local names and innovative-forward thinking brands like Ben & Jerry’s, The Dollar Shave Club and Dermalogica. 

Every individual here can bring their purpose to life through their work. Join us and you’ll be surrounded by inspiring leaders and supportive peers. Among them, you’ll channel your purpose, bring fresh ideas to the table, and simply be you. As you work to make a real impact on the business and the world, we’ll work to help you become a better you.  ",7,London,GB,Blackfriars,EC4Y 0DY,100 Victoria Embankment,https://www.linkedin.com/company/unilever
1252,Sony,"Sony’s purpose is simple. We aim to fill the world with emotion, through the power of creativity and technology. We want to be responsible for getting hearts racing, stirring ambition, and putting a smile on the faces of our customers. That challenge, combined with our spirit of innovation, motivates us to create groundbreaking technology, entertainment, and services for people worldwide. 

Our history as a global brand has been built around employees that all have a passion for touching peoples'​ lives, and pride in pushing beyond the status quo to produce truly extraordinary results.

We’re uniquely positioned because we operate in many different industries - from movies and music to video games and electronics. And, with offices around the globe, we benefit from a global workforce that learns and grows together through mutual respect. 

If you're ready to join a diverse team at an innovation-led company with the power to change lives, then we encourage you to read up on the different Sony group companies and check out our Life page. Then, get in touch, and together, let’s make the world say wow.
",7,0,JP,Tokyo,108-0075,"1-7-1 Konan,",https://www.linkedin.com/company/sony
1253,Sony Electronics,"WE ARE SONY

Our spirit of innovation and challenge has created those special moments that make people say ‘wow’.

How? By harnessing the world’s most powerful source of creativity: our people.

Because ‘wow’ experiences are never a product of processes or procedures. They’re only made possible by liberating the passion and potential of the truly talented to do what excites them most.
So at Sony, you can turn your personal passions into meaningful innovations through the brave risk-taking, smart collaboration and boundless curiosity of your local team.

And you can also realize your full professional potential as part of an ambitious global company with the power and reach to touch people’s everyday lives. Including yours.
Together, let’s make the world say wow.

We are a global organization and seek individuals from a variety of generations, socioeconomic and educational backgrounds, and sexual orientations. Our employees are courageous, unique and diverse. They’re comfortable expressing their thoughts and opinions freely, and possess an unwavering passion and pride to deliver exceptional experiences to our customers.  

See what our employees are saying about their life at Sony by checking out the hashtag #TeamSony online. If you'd like to join our team in North America visit www.sonyjobs.com or our Global Careers page at http://www.sony.net/SonyInfo/Careers.",7,0,US,San Diego - US | Tokyo - JP,0,16535 Via Esprillo,https://www.linkedin.com/company/sony-electronics
1256,Sony Pictures Entertainment,"Sony Pictures Entertainment (SPE) is a subsidiary of Tokyo-based Sony Group Corporation. SPE's global operations encompass motion picture production and distribution; television production and distribution; digital content creation and distribution; worldwide channel investments; home entertainment acquisition and distribution, operation of studio facilities; development of new entertainment products, services and technologies; and distribution of filmed entertainment in more than 130 countries.",6,CA,US,Culver City,90232,10202 W Washington Blvd,https://www.linkedin.com/company/sony-pictures-entertainment
1259,Atos,"This account discusses mainly (but not exclusively) the activities of Tech Foundations - the Atos Group business line leading in managed services, focusing on hybrid cloud & infrastructure, employee experience and technology services, through decarbonized, automated and AI-enabled solutions.

Eviden designs the scope composed of Atos’ digital, cloud, big data and security business lines. It will be a global leader in data-driven, trusted and sustainable digital transformation. Visit Eviden: https://www.linkedin.com/company/eviden/ and eviden.com

Atos is a global leader in digital transformation with 95,000 employees and annual revenue of c. €11 billion. European number one in cybersecurity, cloud and high-performance computing, the Group provides tailored end-to-end solutions for all industries in 69 countries. A pioneer in decarbonization services and products, Atos is committed to a secure and decarbonized digital for its clients Atos is a SE (Societas Europaea), listed on Euronext Paris.

The purpose of Atos is to help design the future of the information space. Its expertise and services support the development of knowledge, education and research in a multicultural approach and contribute to the development of scientific and technological excellence. Across the world, the Group enables its customers and employees, and members of societies at large to live, work and develop sustainably, in a safe and secure information space.",7,0,FR,95877 Bezons,0,80 Quai Voltaire,https://www.linkedin.com/company/atos
1262,Deutsche Bank,"Deutsche Bank is the leading German bank with strong European roots and a global network. The bank focuses on its strengths in a Corporate Bank newly created in 2019, a leading Private Bank, a focused investment bank and in asset management.

We provide financial services to companies, governments, institutional investors, small and medium-sized businesses and private individuals.

Deutsche Bank was founded in 1870 to accompany German businesses into the world, and has worked across borders ever since.

Useful links:
Jobs https://www.db.com/careers.
Netiquette at https://www.db.com/netiquette.
Data protection policy https://www.db.com/DataProtection.
Imprint https://www.db.com/imprint.",7,Hessen,DE,Frankfurt am Main,60325,Taunusanlage 12,https://www.linkedin.com/company/deutsche-bank
1264,DWS Group,"DWS Group (DWS) with EUR 896bn of assets under management (as of 31 December 2023) aspires to be one of the world's leading asset managers. Building on more than 60 years of experience, it has a reputation for excellence in Germany, Europe, the Americas and Asia. DWS is recognized by clients globally as a trusted source for integrated investment solutions, stability and innovation across a full spectrum of investment disciplines.

We offer individuals and institutions access to our strong investment capabilities across all major liquid and illiquid asset classes as well as solutions aligned to growth trends. Our diverse expertise in Active, Passive and Alternatives asset management – as well as our deep environmental, social and governance focus – complement each other when creating targeted solutions for our clients. Our expertise and on-the-ground knowledge of our economists, research analysts and investment professionals are brought together in one consistent global CIO View, giving strategic guidance to our investment approach. 

DWS wants to innovate and shape the future of investing. We understand that, both as a corporate as well as a trusted advisor to our clients, we have a crucial role in helping to navigate the transition to a more sustainable future. With approximately 4,500 employees in offices all over the world, we are local while being one global team. We are committed to acting on behalf of our clients and investing with their best interests at heart so that they can reach their financial goals, no matter what the future holds. With our entrepreneurial, collaborative spirit, we work every day to deliver outstanding investment results, in both good and challenging times to build the best foundation for our clients’ financial future.",5,Hessen,DE,Frankfurt am Main,60329,Mainzer Landstrasse 11-17,https://www.linkedin.com/company/dwsgroup
1269,Chubb,"Chubb is a world leader in insurance. With operations in 54 countries and territories, Chubb provides commercial and personal property and casualty insurance, personal accident and supplemental health insurance, reinsurance and life insurance to a diverse group of clients. As an underwriting company, we assess, assume and manage risk with insight and discipline. We service and pay our claims fairly and promptly. The company is also defined by its extensive product and service offerings, broad distribution capabilities, exceptional financial strength and local operations globally. Parent company Chubb Limited is listed on the New York Stock Exchange (NYSE: CB) and is a component of the S&P 500 index. Chubb maintains executive offices in Zurich, New York, London, Paris and other locations, and employs approximately 40,000 people worldwide. Additional information can be found at: www.chubb.com.

Read our Social Media Guidelines here: https://www.chubb.com/us-en/about-chubb/chubbs-social-media-guidelines.aspx

Notre section « À propos » est également disponible en français, ici: https://www.chubb.com/ca-fr/about-chubb-in-canada/a-propos-de-chubb-au-canada.aspx",7,0,CH,0,CH-8001,Bärengasse 32,https://www.linkedin.com/company/chubb
1271,Shell,"Shell is a global energy company with around 87,000 employees in more than 70 countries. We work together to power progress through more and cleaner energy solutions. We serve more than 30 million customers at almost 46,000 retail service stations every day.

Our strategy is to accelerate the transition of our business to net-zero emissions, purposefully and profitably. #PoweringProgress",7,England,GB,London,SE1 7NA,York Road,https://www.linkedin.com/company/shell
1277,American Express,"At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly striving to uphold our powerful backing promise to our customers and each other every day. 
 
These beliefs have been our North Star for 170 years as our business transformed – from helping evacuate travelers during World Wars, to ensuring the safety of our customers’ funds during the Great Depression in the U.S., to creating the Shop Small® movement to help small businesses recover from the Financial Crisis, to providing aid to communities impacted by many natural disasters and so much more.  
 
For generations, the key to our success has been the determination and resilience of our American Express colleagues. Now, as a globally integrated payments company, we work together to provide customers with access to products, insights and world-class experiences that enrich lives and build business success. Join us and let’s lead the way together. 
 
Check out the recent awards we’re proud of: 
•	Human Rights Campaign Corporate Equality Index Score of 100% - 2021
•	FORTUNE 100 Best Companies to Work For - 2021
•	FORTUNE 100 Best Companies to Work For - 2020
•	FORTUNE World’s Most Admired Companies - 2020
•	FORTUNE 100 Best Workplaces for Women – 2020
•	FORTUNE 100 Best Workplaces for Diversity - 2019
 
Learn more about us at: 
https://www.americanexpress.com/careers
https://www.americanexpress.com/
https://www.facebook.com/AmericanExpressUS
https://www.instagram.com/americanexpress/
https://twitter.com/americanexpress
https://www.youtube.com/user/AmericanExpress

See our community guidelines at: https://about.americanexpress.com/Community-Guidelines/

If you have a customer service issue or question, please visit www.americanexpress.com/contactus",7,NY,US,New York,10285,"World Financial Center, 200 Vesey Street",https://www.linkedin.com/company/american-express
